ItemNumber,StoreNumber,CurrentPrice,Approval,Strategy
1269,10,89.99,Approved,B
1867,4,19.99,Approved,A
1179,5,18.99,Approved,B
76,1,11.99,Approved,B
76,3,11.99,Approved,B
76,2,11.99,Approved,B
76,4,11.99,Approved,B
76,10,13.99,Approved,B
396,3,79.99,Approved,B
396,1,79.99,Approved,B
396,5,79.99,Approved,B
890,2,14.99,Approved,C
890,3,14.99,Approved,C
890,1,14.99,Approved,C
890,4,14.99,Approved,C
890,5,12.99,Approved,C
654,6,24.99,Approved,B
745,5,19.99,Approved,B
158,6,4.99,Approved,B
291,6,13.99,Approved,A
1260,6,24.99,Approved,A
1260,10,24.99,Approved,A
395,6,79.99,Approved,A
395,10,79.99,Approved,A
24,10,23.99,Approved,A
17,6,7.49,Approved,C
17,10,8.99,Approved,C
592,6,8.49,Approved,A
592,10,7.99,Approved,A
875,5,8.99,Approved,B
76,6,13.99,Approved,B
1821,6,14.99,Approved,A
1821,10,13.99,Approved,A
396,6,79.99,Approved,B
396,10,79.99,Approved,B
1202,1,36.99,Approved,B
1202,3,36.99,Approved,B
1202,4,36.99,Approved,B
1202,5,33.99,Approved,B
241,1,15.99,Approved,B
241,4,15.99,Approved,B
12,2,12.99,Approved,A
12,3,12.99,Approved,A
12,4,12.99,Approved,A
73,7,119.99,Approved,B
73,8,119.99,Approved,B
73,9,119.99,Approved,B
1092,7,19.99,Approved,B
1092,8,19.99,Approved,B
1092,9,19.99,Approved,B
997,7,19.99,Approved,B
997,8,19.99,Approved,B
776,7,15.99,Approved,A
776,9,15.99,Approved,A
102,7,54.99,Approved,B
102,8,54.99,Approved,B
102,9,54.99,Approved,B
832,7,15.99,Approved,B
832,8,15.99,Approved,B
1866,4,119.99,Approved,A
1866,1,119.99,Approved,A
1794,4,99.99,Approved,A
1794,1,99.99,Approved,A
1794,3,99.99,Approved,A
1794,5,99.99,Approved,A
1623,1,249.99,Approved,A
1623,2,249.99,Approved,A
1623,4,249.99,Approved,A
1623,5,249.99,Approved,A
1146,2,19.99,Approved,A
1146,1,19.99,Approved,A
1146,3,19.99,Approved,A
1146,4,19.99,Approved,A
1397,2,44.99,Approved,B
1397,3,44.99,Approved,B
1397,5,44.99,Approved,B
12,8,12.99,Approved,A
12,9,12.99,Approved,A
1202,7,34.99,Approved,B
1202,9,34.99,Approved,B
73,6,119.99,Approved,B
832,6,14.99,Approved,B
997,6,19.99,Approved,B
776,6,14.99,Approved,A
349,6,89.99,Approved,A
1202,6,38.99,Approved,B
241,5,16.99,Approved,B
12,6,9.99,Approved,A
12,10,12.99,Approved,A
1209,6,25.99,Approved,B
665,6,69.99,Approved,C
353,5,10.99,Approved,B
1396,2,349.99,Approved,A
1396,3,349.99,Approved,A
1396,4,349.99,Approved,A
1396,1,349.99,Approved,A
1396,5,349.99,Approved,A
1659,1,79.99,Approved,B
1659,2,79.99,Approved,B
1659,4,79.99,Approved,B
1659,10,79.99,Approved,B
665,3,69.99,Approved,C
281,6,139.99,Approved,A
281,10,139.99,Approved,A
503,6,26.99,Approved,B
553,6,23.99,Approved,B
111,6,54.99,Approved,A
209,6,5.99,Approved,B
209,10,5.99,Approved,B
900,1,16.99,Approved,D
900,2,16.99,Approved,D
900,3,16.99,Approved,D
900,4,16.99,Approved,D
665,1,69.99,Approved,C
665,5,69.99,Approved,C
1659,7,79.99,Approved,B
1659,8,79.99,Approved,B
1659,9,79.99,Approved,B
1647,5,11.99,Approved,B
157,6,8.99,Approved,A
157,10,8.49,Approved,A
875,6,8.99,Approved,B
1864,6,6.99,Approved,A
1864,10,6.29,Approved,A
76,5,13.99,Approved,B
1209,1,25.99,Approved,B
1209,2,25.99,Approved,B
1209,3,25.99,Approved,B
1209,4,25.99,Approved,B
1209,5,25.99,Approved,B
241,6,16.99,Approved,B
102,6,49.99,Approved,B
102,10,54.99,Approved,B
355,3,49.99,Approved,A
355,4,49.99,Approved,A
355,1,49.99,Approved,A
355,2,49.99,Approved,A
1867,6,19.99,Approved,A
1867,10,18.99,Approved,A
1182,6,18.99,Approved,A
1179,6,18.99,Approved,B
1146,10,24.99,Approved,A
1794,6,99.99,Approved,A
1794,10,99.99,Approved,A
663,10,299.99,Approved,D
1866,5,119.99,Approved,A
293,10,18.99,Approved,A
648,6,19.99,Approved,A
648,10,27.99,Approved,A
538,5,10.99,Approved,B
503,5,26.99,Approved,B
1820,6,16.99,Approved,C
1820,10,13.99,Approved,C
355,6,49.99,Approved,A
663,8,299.99,Approved,D
663,9,299.99,Approved,D
38,7,28.99,Approved,B
38,9,28.99,Approved,B
1146,7,24.99,Approved,A
1146,9,24.99,Approved,A
1146,8,24.99,Approved,A
1397,7,44.99,Approved,B
1397,8,44.99,Approved,B
1397,9,44.99,Approved,B
1623,7,249.99,Approved,A
1623,8,249.99,Approved,A
1623,9,249.99,Approved,A
777,5,17.99,Approved,C
1866,6,119.99,Approved,A
1397,6,44.99,Approved,B
1659,5,79.99,Approved,B
353,6,10.99,Approved,B
1396,6,349.99,Approved,A
1396,10,349.99,Approved,A
1659,6,79.99,Approved,B
1397,10,44.99,Approved,B
1623,6,249.99,Approved,A
1623,10,249.99,Approved,A
355,5,49.99,Approved,A
540,1,22.99,Not Approved,A
1069,2,11.99,Not Approved,A
761,5,6.49,Not Approved,B
683,10,42.99,Not Approved,B
931,4,27.99,Not Approved,C
429,1,12.99,Not Approved,A
775,1,14.99,Not Approved,A
687,8,6.49,Not Approved,D
1842,2,15.99,Not Approved,C
239,5,16.99,Not Approved,C
172,7,12.99,Not Approved,A
100,10,16.49,Not Approved,B
708,8,19.99,Not Approved,B
920,1,99.99,Not Approved,D
1656,1,6.49,Not Approved,B
946,3,18.99,Not Approved,A
193,6,11.99,Not Approved,B
158,5,4.99,Not Approved,B
1876,6,8.29,Not Approved,A
1285,5,5.49,Not Approved,B
53,4,99.99,Not Approved,C
1134,3,13.79,Not Approved,A
233,9,11.49,Not Approved,B
1399,9,129.99,Not Approved,C
1166,7,4.79,Not Approved,C
464,1,129.99,Not Approved,C
1598,8,21.99,Not Approved,A
1464,6,47.99,Not Approved,B
1115,10,36.99,Not Approved,A
1928,8,13.99,Not Approved,B
888,5,11.29,Not Approved,B
1401,9,64.99,Not Approved,B
1815,1,14.99,Not Approved,A
143,1,8.49,Not Approved,A
902,10,7.99,Not Approved,B
1656,2,6.49,Not Approved,B
1819,10,18.99,Not Approved,A
504,9,12.49,Not Approved,B
1285,7,5.99,Not Approved,B
1188,1,12.99,Not Approved,B
705,6,13.49,Not Approved,A
282,1,11.49,Not Approved,B
1942,4,9.49,Not Approved,C
712,3,19.99,Not Approved,A
51,7,17.99,Not Approved,D
141,3,8.49,Not Approved,B
1013,1,35.99,Not Approved,C
224,3,18.99,Not Approved,B
1455,5,12.99,Not Approved,D
179,4,19.99,Not Approved,A
1560,5,27.99,Not Approved,B
1863,2,5.79,Not Approved,B
1757,5,5.49,Not Approved,C
885,2,18.99,Not Approved,B
712,4,19.99,Not Approved,A
1834,3,16.99,Not Approved,A
264,1,7.99,Not Approved,A
196,5,18.99,Not Approved,C
1353,4,8.99,Not Approved,B
1476,1,11.99,Not Approved,D
140,9,4.79,Not Approved,A
68,4,29.99,Not Approved,B
693,4,7.49,Not Approved,B
915,7,34.99,Not Approved,A
1128,3,57.99,Not Approved,B
1188,9,12.49,Not Approved,B
616,6,29.99,Not Approved,C
707,5,9.99,Not Approved,A
637,8,17.99,Not Approved,C
27,4,16.99,Not Approved,A
658,6,74.99,Not Approved,B
1081,6,9.49,Not Approved,A
1973,2,4.99,Not Approved,A
719,10,11.49,Not Approved,C
849,2,12.29,Not Approved,C
1166,10,4.79,Not Approved,C
995,1,65.99,Not Approved,B
115,6,7.99,Not Approved,C
1686,5,13.49,Not Approved,A
541,3,21.99,Not Approved,B
571,2,7.49,Not Approved,B
1280,7,7.99,Not Approved,A
763,10,7.99,Not Approved,B
655,6,399.99,Not Approved,A
1961,4,4.99,Not Approved,A
1046,1,18.99,Not Approved,B
1203,3,12.99,Not Approved,A
42,5,77.99,Not Approved,A
589,6,14.49,Not Approved,D
1942,6,8.99,Not Approved,C
953,9,24.99,Not Approved,A
170,5,13.99,Not Approved,B
1529,5,39.99,Not Approved,D
221,5,5.99,Not Approved,A
1685,4,10.49,Not Approved,B
346,9,12.49,Not Approved,A
694,3,7.49,Not Approved,B
1990,2,6.49,Not Approved,A
1986,3,4.99,Not Approved,B
751,7,11.99,Not Approved,B
160,7,8.49,Not Approved,A
1826,5,10.99,Not Approved,B
122,2,15.99,Not Approved,A
740,6,30.49,Not Approved,A
1448,9,9.99,Not Approved,C
1167,8,6.99,Not Approved,B
673,9,20.99,Not Approved,A
1201,8,29.99,Not Approved,B
1396,8,349.99,Not Approved,A
1116,2,15.99,Not Approved,B
936,10,18.99,Not Approved,C
1464,8,39.99,Not Approved,B
761,1,4.99,Not Approved,B
329,6,6.29,Not Approved,B
230,3,79.99,Not Approved,D
414,3,7.49,Not Approved,B
235,10,14.99,Not Approved,B
164,10,8.49,Not Approved,D
150,4,4.79,Not Approved,B
1700,5,17.99,Not Approved,A
1056,7,10.99,Not Approved,B
1070,2,14.99,Not Approved,A
168,9,19.99,Not Approved,A
1308,10,64.99,Not Approved,B
819,5,14.99,Not Approved,B
1297,3,34.99,Not Approved,A
1750,7,7.49,Not Approved,A
368,3,13.99,Not Approved,A
1995,3,10.99,Not Approved,A
361,4,16.99,Not Approved,B
492,6,10.99,Not Approved,B
1922,6,41.49,Not Approved,A
1079,3,10.99,Not Approved,A
946,4,18.99,Not Approved,A
977,2,15.99,Not Approved,A
880,9,19.99,Not Approved,B
669,8,11.49,Not Approved,A
1004,3,8.99,Not Approved,A
10,7,8.49,Not Approved,A
1018,5,9.99,Not Approved,A
134,5,9.29,Not Approved,B
300,5,17.99,Not Approved,B
613,5,10.99,Not Approved,A
1431,8,31.99,Not Approved,A
133,1,8.49,Not Approved,A
178,10,24.99,Not Approved,D
1767,7,6.49,Not Approved,C
1188,2,12.99,Not Approved,B
401,3,89.99,Not Approved,C
1037,1,11.99,Not Approved,A
1938,2,9.49,Not Approved,A
471,9,9.99,Not Approved,B
1257,7,13.99,Not Approved,D
603,7,6.99,Not Approved,B
717,10,8.99,Not Approved,D
753,10,11.99,Not Approved,B
1397,4,44.99,Not Approved,B
1850,2,17.99,Not Approved,B
142,5,4.99,Not Approved,C
42,7,84.99,Not Approved,A
504,10,12.49,Not Approved,B
856,2,49.99,Not Approved,A
976,7,39.99,Not Approved,A
1276,10,9.99,Not Approved,B
547,4,9.99,Not Approved,B
848,6,8.49,Not Approved,B
1,10,13.99,Not Approved,D
342,8,39.99,Not Approved,B
45,9,17.99,Not Approved,B
1024,3,12.49,Not Approved,C
966,1,8.99,Not Approved,B
311,10,16.49,Not Approved,C
1588,7,11.99,Not Approved,A
547,9,8.99,Not Approved,B
733,4,8.99,Not Approved,D
616,1,29.99,Not Approved,C
1287,1,64.99,Not Approved,A
502,6,12.49,Not Approved,A
328,2,119.99,Not Approved,B
681,5,124.99,Not Approved,B
1907,8,14.99,Not Approved,B
1748,1,7.49,Not Approved,A
728,9,9.49,Not Approved,A
788,2,44.99,Not Approved,B
971,5,10.99,Not Approved,B
505,3,9.99,Not Approved,D
1960,4,8.99,Not Approved,B
1571,3,38.99,Not Approved,C
495,7,8.29,Not Approved,C
695,9,6.49,Not Approved,A
296,8,15.99,Not Approved,D
421,4,14.99,Not Approved,A
1614,9,16.99,Not Approved,B
1254,2,10.99,Not Approved,B
350,3,12.99,Not Approved,A
1193,4,11.99,Not Approved,B
1323,4,13.49,Not Approved,C
449,10,9.99,Not Approved,A
1569,6,25.49,Not Approved,B
1763,5,4.49,Not Approved,D
727,6,31.99,Not Approved,D
905,4,17.49,Not Approved,C
273,3,7.99,Not Approved,C
390,8,6.79,Not Approved,B
514,7,11.99,Not Approved,A
1743,4,5.99,Not Approved,B
394,2,99.99,Not Approved,C
138,3,8.49,Not Approved,B
224,4,18.99,Not Approved,B
237,7,14.99,Not Approved,C
618,8,22.99,Not Approved,B
1848,4,17.99,Not Approved,C
1352,5,66.99,Not Approved,D
218,5,5.49,Not Approved,A
244,7,14.99,Not Approved,A
826,3,12.99,Not Approved,B
236,8,14.99,Not Approved,C
678,7,11.29,Not Approved,A
515,6,12.49,Not Approved,A
385,6,17.49,Not Approved,C
141,6,8.99,Not Approved,B
1458,8,17.49,Not Approved,B
1457,7,17.49,Not Approved,B
99,4,16.99,Not Approved,A
690,7,6.49,Not Approved,C
460,3,38.99,Not Approved,B
1169,6,9.29,Not Approved,B
492,4,8.99,Not Approved,B
391,1,11.49,Not Approved,C
1564,2,11.99,Not Approved,B
824,5,14.99,Not Approved,D
1829,5,10.99,Not Approved,B
1687,3,9.29,Not Approved,B
1126,7,11.99,Not Approved,A
903,7,6.99,Not Approved,A
1343,10,149.99,Not Approved,B
546,2,6.99,Not Approved,C
950,3,41.99,Not Approved,A
1698,2,34.99,Not Approved,B
997,9,19.99,Not Approved,B
696,9,6.49,Not Approved,A
342,7,39.99,Not Approved,B
985,1,8.49,Not Approved,C
453,6,9.99,Not Approved,A
943,7,11.29,Not Approved,D
1688,9,8.99,Not Approved,A
1023,6,5.99,Not Approved,B
1977,10,8.49,Not Approved,A
826,8,13.99,Not Approved,B
703,8,8.49,Not Approved,B
938,8,12.99,Not Approved,B
94,2,38.99,Not Approved,A
512,6,8.99,Not Approved,C
302,8,15.99,Not Approved,A
763,4,4.99,Not Approved,B
1877,9,5.49,Not Approved,B
187,6,19.99,Not Approved,C
521,6,8.49,Not Approved,B
1749,4,7.29,Not Approved,A
1786,5,25.99,Not Approved,B
345,3,19.99,Not Approved,A
964,2,54.99,Not Approved,B
1946,4,9.49,Not Approved,A
1457,9,17.49,Not Approved,B
70,3,26.49,Not Approved,C
1917,10,14.99,Not Approved,B
1312,3,109.99,Not Approved,B
402,10,32.99,Not Approved,A
1718,7,36.99,Not Approved,B
321,1,8.99,Not Approved,C
1672,1,12.99,Not Approved,D
642,8,19.99,Not Approved,A
1341,7,7.49,Not Approved,C
1309,1,109.99,Not Approved,D
1434,7,7.99,Not Approved,C
161,3,4.79,Not Approved,C
1677,9,17.99,Not Approved,C
1110,6,22.99,Not Approved,A
724,7,9.29,Not Approved,C
1267,10,15.99,Not Approved,A
930,10,109.99,Not Approved,B
1905,1,9.99,Not Approved,B
239,1,15.99,Not Approved,C
1082,8,8.99,Not Approved,A
590,1,14.99,Not Approved,D
758,9,8.99,Not Approved,A
1663,1,34.99,Not Approved,B
324,7,69.99,Not Approved,A
1496,10,59.99,Not Approved,B
1553,3,7.99,Not Approved,A
1752,5,5.49,Not Approved,B
187,10,17.99,Not Approved,C
1557,6,54.99,Not Approved,A
847,3,9.49,Not Approved,C
914,1,8.69,Not Approved,D
1352,4,74.99,Not Approved,D
978,4,9.99,Not Approved,B
27,2,16.99,Not Approved,A
1133,8,7.29,Not Approved,A
1131,5,6.99,Not Approved,B
704,10,23.99,Not Approved,A
401,8,89.99,Not Approved,C
115,9,6.99,Not Approved,C
1557,7,52.99,Not Approved,A
379,3,99.99,Not Approved,D
362,2,19.99,Not Approved,A
687,2,7.49,Not Approved,D
552,6,24.99,Not Approved,B
480,1,12.99,Not Approved,A
222,5,12.99,Not Approved,C
597,7,9.99,Not Approved,B
1691,6,19.99,Not Approved,D
616,5,29.99,Not Approved,C
460,5,55.99,Not Approved,B
295,5,18.99,Not Approved,D
1324,4,12.99,Not Approved,B
1050,4,10.99,Not Approved,A
150,9,4.79,Not Approved,B
1015,10,26.99,Not Approved,B
1678,3,5.99,Not Approved,A
394,10,99.99,Not Approved,C
310,9,15.99,Not Approved,A
1985,7,8.49,Not Approved,C
327,4,14.99,Not Approved,C
433,9,18.99,Not Approved,B
919,4,19.99,Not Approved,A
1870,4,2.99,Not Approved,A
1569,9,23.49,Not Approved,B
177,4,12.99,Not Approved,C
1612,4,64.99,Not Approved,B
1051,9,10.99,Not Approved,A
1941,6,8.99,Not Approved,A
1830,8,69.99,Not Approved,C
1445,3,89.99,Not Approved,D
1436,7,39.99,Not Approved,D
300,6,17.99,Not Approved,B
913,3,44.99,Not Approved,B
1005,6,1.99,Not Approved,A
1081,1,8.99,Not Approved,A
971,3,9.49,Not Approved,B
1713,1,49.99,Not Approved,D
1273,7,9.99,Not Approved,B
1186,9,12.49,Not Approved,A
32,3,22.99,Not Approved,A
140,10,4.99,Not Approved,A
1305,4,7.99,Not Approved,D
484,4,11.99,Not Approved,A
614,5,10.99,Not Approved,B
1188,10,12.99,Not Approved,B
1466,1,16.49,Not Approved,A
1973,7,4.49,Not Approved,A
1768,9,8.99,Not Approved,B
956,10,15.99,Not Approved,B
1978,8,4.49,Not Approved,B
342,3,39.99,Not Approved,B
995,5,55.99,Not Approved,B
1082,3,8.29,Not Approved,A
395,8,79.99,Not Approved,A
1745,3,7.49,Not Approved,B
1562,6,14.99,Not Approved,B
673,7,20.99,Not Approved,A
1870,1,2.99,Not Approved,A
820,5,14.99,Not Approved,A
1853,6,12.29,Not Approved,B
1243,4,12.99,Not Approved,A
1980,2,4.99,Not Approved,D
1268,1,15.99,Not Approved,A
893,9,17.99,Not Approved,B
822,7,13.99,Not Approved,A
1015,9,26.99,Not Approved,B
721,1,10.99,Not Approved,A
1666,9,12.99,Not Approved,D
1051,8,10.99,Not Approved,A
1334,4,10.99,Not Approved,A
674,3,10.99,Not Approved,B
889,1,5.99,Not Approved,C
1375,4,18.89,Not Approved,A
1618,5,17.99,Not Approved,A
1283,4,19.99,Not Approved,A
1370,9,18.49,Not Approved,A
784,6,4.99,Not Approved,A
38,8,28.99,Not Approved,B
623,1,6.49,Not Approved,D
922,6,10.99,Not Approved,A
1571,2,38.99,Not Approved,C
892,6,17.49,Not Approved,C
560,6,13.49,Not Approved,C
571,10,6.99,Not Approved,B
1615,6,12.29,Not Approved,A
1311,7,44.99,Not Approved,A
1011,2,29.99,Not Approved,A
1127,3,11.99,Not Approved,A
1007,5,4.99,Not Approved,D
1674,8,10.49,Not Approved,C
199,10,17.99,Not Approved,B
1846,9,19.49,Not Approved,A
1327,1,21.99,Not Approved,B
190,5,10.49,Not Approved,D
1641,2,19.99,Not Approved,D
1739,6,16.99,Not Approved,B
1354,4,19.99,Not Approved,C
1561,8,13.99,Not Approved,C
97,3,279.99,Not Approved,A
302,9,15.99,Not Approved,A
577,3,11.99,Not Approved,A
785,6,74.99,Not Approved,A
776,4,14.99,Not Approved,A
1133,3,6.99,Not Approved,A
227,6,11.99,Not Approved,A
267,1,6.99,Not Approved,C
1473,10,15.49,Not Approved,C
233,10,11.49,Not Approved,B
859,2,21.99,Not Approved,B
134,7,8.99,Not Approved,B
1305,7,8.49,Not Approved,D
223,1,11.99,Not Approved,A
295,4,14.99,Not Approved,D
214,10,36.99,Not Approved,A
79,3,11.99,Not Approved,A
1237,8,6.99,Not Approved,B
672,6,36.99,Not Approved,A
796,3,12.29,Not Approved,A
1906,10,8.99,Not Approved,A
478,8,7.99,Not Approved,A
1281,8,8.99,Not Approved,B
470,5,11.99,Not Approved,A
6,8,9.49,Not Approved,A
918,2,149.99,Not Approved,C
1224,3,8.99,Not Approved,B
1657,4,11.99,Not Approved,D
484,2,11.99,Not Approved,A
1542,6,39.99,Not Approved,A
348,5,12.99,Not Approved,A
929,8,51.99,Not Approved,B
189,10,15.99,Not Approved,C
594,3,6.99,Not Approved,A
489,2,17.99,Not Approved,B
1675,10,18.99,Not Approved,B
176,7,10.99,Not Approved,B
306,6,17.99,Not Approved,A
768,8,12.99,Not Approved,B
1107,9,12.49,Not Approved,B
1100,4,10.49,Not Approved,A
625,6,7.49,Not Approved,A
659,4,54.99,Not Approved,A
1434,2,7.49,Not Approved,C
283,6,9.99,Not Approved,B
1453,10,17.99,Not Approved,A
1994,4,12.99,Not Approved,B
218,6,5.49,Not Approved,A
430,6,8.99,Not Approved,C
1796,7,9.99,Not Approved,D
1767,8,6.49,Not Approved,C
699,6,24.49,Not Approved,B
334,10,31.99,Not Approved,B
1966,10,8.49,Not Approved,A
901,6,6.99,Not Approved,B
7,6,8.49,Not Approved,C
1079,6,10.99,Not Approved,A
1480,1,37.99,Not Approved,B
1790,2,26.99,Not Approved,B
633,10,29.99,Not Approved,C
679,1,54.99,Not Approved,C
1295,1,17.99,Not Approved,A
598,6,6.99,Not Approved,C
1216,4,15.79,Not Approved,A
467,7,12.99,Not Approved,A
1816,8,99.99,Not Approved,A
1465,1,49.99,Not Approved,B
425,2,29.99,Not Approved,A
716,2,59.99,Not Approved,A
1207,6,28.99,Not Approved,A
411,5,44.99,Not Approved,A
559,9,12.99,Not Approved,C
130,10,9.99,Not Approved,B
169,5,8.49,Not Approved,A
1464,7,39.99,Not Approved,B
740,1,39.99,Not Approved,A
1501,8,18.99,Not Approved,A
1753,9,8.99,Not Approved,C
776,8,15.99,Not Approved,A
1861,2,5.79,Not Approved,B
1133,4,6.99,Not Approved,A
1382,6,99.99,Not Approved,C
1055,8,10.99,Not Approved,C
1836,1,6.99,Not Approved,B
1969,2,4.99,Not Approved,A
1886,9,45.99,Not Approved,A
601,2,7.99,Not Approved,B
946,2,18.99,Not Approved,A
130,1,8.29,Not Approved,B
816,10,34.99,Not Approved,A
157,5,8.99,Not Approved,A
1672,6,12.99,Not Approved,D
1465,5,47.99,Not Approved,B
1705,4,14.99,Not Approved,A
1187,4,11.49,Not Approved,A
947,9,12.49,Not Approved,A
1382,1,99.99,Not Approved,C
1476,4,11.99,Not Approved,D
1210,2,26.99,Not Approved,A
110,6,12.29,Not Approved,A
1694,9,17.99,Not Approved,A
422,7,13.49,Not Approved,B
12,7,12.99,Not Approved,A
620,6,94.99,Not Approved,D
1303,9,8.99,Not Approved,B
1282,10,27.99,Not Approved,C
1311,6,43.99,Not Approved,A
1895,6,18.99,Not Approved,C
739,2,49.99,Not Approved,A
1364,5,15.99,Not Approved,B
1642,7,9.99,Not Approved,A
938,10,12.99,Not Approved,B
512,1,8.99,Not Approved,C
1969,9,4.49,Not Approved,A
70,1,26.49,Not Approved,C
122,5,17.49,Not Approved,A
1599,10,19.99,Not Approved,A
1588,6,13.49,Not Approved,A
1910,9,13.29,Not Approved,D
1385,6,7.99,Not Approved,A
42,1,64.99,Not Approved,A
56,3,5.49,Not Approved,D
1483,8,8.99,Not Approved,A
159,5,8.99,Not Approved,A
1949,2,29.99,Not Approved,B
538,4,8.99,Not Approved,B
722,1,8.99,Not Approved,D
589,5,14.49,Not Approved,D
311,6,20.49,Not Approved,C
1222,3,12.99,Not Approved,C
1727,6,22.49,Not Approved,B
393,5,159.99,Not Approved,B
525,3,7.29,Not Approved,C
1695,2,13.49,Not Approved,B
490,5,8.99,Not Approved,C
881,3,7.99,Not Approved,A
1817,2,39.99,Not Approved,D
209,4,4.99,Not Approved,B
312,3,15.99,Not Approved,D
1714,6,74.99,Not Approved,A
1782,8,18.49,Not Approved,C
713,4,28.99,Not Approved,B
1335,4,15.99,Not Approved,B
876,6,9.29,Not Approved,A
61,6,6.99,Not Approved,B
952,8,12.99,Not Approved,C
1711,8,25.99,Not Approved,B
230,6,84.99,Not Approved,D
111,9,54.99,Not Approved,A
1880,2,5.49,Not Approved,A
1934,10,9.49,Not Approved,B
527,10,8.49,Not Approved,D
1586,7,15.99,Not Approved,C
720,7,14.99,Not Approved,A
1816,2,99.99,Not Approved,A
734,8,169.99,Not Approved,B
1167,4,8.29,Not Approved,B
755,9,12.99,Not Approved,B
620,4,94.99,Not Approved,D
1081,3,8.99,Not Approved,A
593,4,7.49,Not Approved,C
786,4,49.99,Not Approved,A
9,5,8.99,Not Approved,A
732,3,16.49,Not Approved,C
225,6,49.99,Not Approved,B
1912,9,11.99,Not Approved,B
1495,7,59.99,Not Approved,B
1127,5,12.99,Not Approved,A
1248,4,7.99,Not Approved,B
1507,5,7.99,Not Approved,B
1851,4,8.99,Not Approved,B
1638,3,45.99,Not Approved,B
644,9,21.99,Not Approved,A
408,6,19.99,Not Approved,A
1819,9,18.99,Not Approved,A
653,4,42.99,Not Approved,A
1388,5,8.99,Not Approved,C
638,4,15.99,Not Approved,D
1155,6,17.99,Not Approved,A
1341,10,7.49,Not Approved,C
421,7,13.99,Not Approved,A
1143,1,49.99,Not Approved,D
245,10,14.99,Not Approved,D
749,1,18.49,Not Approved,A
1676,10,9.99,Not Approved,B
494,4,9.79,Not Approved,C
514,2,9.99,Not Approved,A
1256,4,47.99,Not Approved,A
1660,4,15.99,Not Approved,A
445,1,10.49,Not Approved,A
1539,3,29.99,Not Approved,B
161,7,4.79,Not Approved,C
910,6,9.29,Not Approved,C
1306,6,9.79,Not Approved,B
555,2,13.49,Not Approved,A
1731,5,8.99,Not Approved,B
1703,7,21.99,Not Approved,D
1273,6,9.99,Not Approved,B
160,10,8.49,Not Approved,A
1657,9,9.99,Not Approved,D
1249,4,16.99,Not Approved,B
696,10,6.49,Not Approved,A
1627,8,24.99,Not Approved,A
969,3,9.49,Not Approved,B
1052,8,11.99,Not Approved,D
1574,9,34.99,Not Approved,B
188,2,23.99,Not Approved,A
1839,8,45.99,Not Approved,B
65,6,19.99,Not Approved,B
1268,6,17.49,Not Approved,A
848,8,9.49,Not Approved,B
1273,5,9.49,Not Approved,B
758,4,7.49,Not Approved,A
736,9,18.49,Not Approved,A
434,7,8.29,Not Approved,C
309,6,17.99,Not Approved,A
1154,5,9.99,Not Approved,A
30,9,11.99,Not Approved,D
107,10,7.99,Not Approved,B
1126,10,11.99,Not Approved,A
1035,4,29.49,Not Approved,A
297,10,15.99,Not Approved,A
842,7,22.99,Not Approved,B
543,7,17.99,Not Approved,B
422,4,13.99,Not Approved,B
552,7,19.99,Not Approved,B
893,6,17.99,Not Approved,B
1041,2,15.49,Not Approved,D
835,8,15.99,Not Approved,C
84,4,6.49,Not Approved,A
812,2,39.99,Not Approved,A
959,8,54.99,Not Approved,A
193,5,10.79,Not Approved,B
977,5,15.99,Not Approved,A
1618,1,17.99,Not Approved,A
1627,10,29.99,Not Approved,A
135,9,8.99,Not Approved,A
1189,5,10.99,Not Approved,A
1428,3,119.99,Not Approved,A
1863,1,5.79,Not Approved,B
1123,1,16.99,Not Approved,A
679,3,54.99,Not Approved,C
684,2,84.99,Not Approved,A
713,8,24.99,Not Approved,B
1528,4,7.49,Not Approved,B
740,3,39.99,Not Approved,A
1696,2,78.99,Not Approved,C
1894,9,35.99,Not Approved,A
1807,6,11.29,Not Approved,A
1386,5,19.49,Not Approved,D
1404,2,64.99,Not Approved,D
361,2,16.99,Not Approved,B
1000,2,12.49,Not Approved,A
118,6,14.49,Not Approved,B
396,2,79.99,Not Approved,B
1460,9,10.99,Not Approved,C
25,1,12.99,Not Approved,A
749,6,21.99,Not Approved,A
1156,3,6.49,Not Approved,A
1688,8,8.99,Not Approved,A
372,4,15.99,Not Approved,A
418,5,7.99,Not Approved,D
1393,4,20.99,Not Approved,A
1398,8,32.99,Not Approved,B
1977,5,8.99,Not Approved,A
592,7,7.49,Not Approved,A
1557,2,59.99,Not Approved,A
1340,5,9.99,Not Approved,A
1447,7,44.99,Not Approved,A
1167,6,7.99,Not Approved,B
1741,5,5.49,Not Approved,A
725,5,9.99,Not Approved,A
1138,6,10.99,Not Approved,B
460,1,38.99,Not Approved,B
357,1,13.99,Not Approved,B
1566,3,10.99,Not Approved,A
862,5,11.29,Not Approved,C
146,5,4.99,Not Approved,C
730,1,9.99,Not Approved,C
1892,1,139.99,Not Approved,A
522,4,8.49,Not Approved,B
1414,10,2.99,Not Approved,A
627,6,7.49,Not Approved,C
214,1,32.99,Not Approved,A
916,2,52.99,Not Approved,C
1875,6,4.99,Not Approved,B
65,1,16.99,Not Approved,B
1310,2,14.99,Not Approved,B
45,8,17.99,Not Approved,B
